Name,Latitude,Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
Carroll Gardens,40.680540231076485,-73.99465372828006,Emma’s Torch,40.68010548995378,-73.99494792909908,Restaurant
Carroll Gardens,40.680540231076485,-73.99465372828006,Vinny's of Carroll Gardens,40.681885,-73.99357,Italian Restaurant
Carroll Gardens,40.680540231076485,-73.99465372828006,Bar Great Harry,40.682337792970536,-73.99352293676533,Bar
Carroll Gardens,40.680540231076485,-73.99465372828006,Gowanus Yacht Club,40.680927562562744,-73.99443935393407,Beer Garden
Carroll Gardens,40.680540231076485,-73.99465372828006,Martinez Grocery,40.68154941237919,-73.99624070747305,Deli / Bodega
Carroll Gardens,40.680540231076485,-73.99465372828006,Momofuku Milk Bar,40.67919367815675,-73.99566665951768,Dessert Shop
Carroll Gardens,40.680540231076485,-73.99465372828006,Claudine's,40.681352187513205,-73.99410672670723,Italian Restaurant
Carroll Gardens,40.680540231076485,-73.99465372828006,Smith & Vine,40.681161,-73.994105,Wine Shop
Carroll Gardens,40.680540231076485,-73.99465372828006,Carroll Park Playground,40.68100242392356,-73.9950814070307,Playground
Carroll Gardens,40.680540231076485,-73.99465372828006,White Maize,40.68249983837224,-73.99331251555338,Latin American Restaurant
Carroll Gardens,40.680540231076485,-73.99465372828006,Body Elite Gym,40.68230640174873,-73.99599575567169,Gym / Fitness Center
Carroll Gardens,40.680540231076485,-73.99465372828006,Carroll Gardens Fish Market,40.68178942112374,-73.9962439554752,Fish Market
Carroll Gardens,40.680540231076485,-73.99465372828006,Giardini Pizza,40.679354,-73.995358,Pizza Place
Carroll Gardens,40.680540231076485,-73.99465372828006,Bar San Miguel,40.681327,-73.993941,Cocktail Bar
Carroll Gardens,40.680540231076485,-73.99465372828006,First Place Provisions,40.67996418564845,-73.99705639322528,Gourmet Shop
Carroll Gardens,40.680540231076485,-73.99465372828006,Enoteca on Court,40.6822145298343,-73.99594672669618,Italian Restaurant
Carroll Gardens,40.680540231076485,-73.99465372828006,Sans,40.68062175268702,-73.9944326877594,Vegetarian / Vegan Restaurant
Carroll Gardens,40.680540231076485,-73.99465372828006,Swallow,40.67958354596541,-73.99536869062659,Gift Shop
Carroll Gardens,40.680540231076485,-73.99465372828006,Park Natural & Organic Foods,40.68229826298082,-73.99597145323372,Grocery Store
Carroll Gardens,40.680540231076485,-73.99465372828006,Ciros on Smith,40.68148804379713,-73.99402221751436,Italian Restaurant
Carroll Gardens,40.680540231076485,-73.99465372828006,Madcap Cafe,40.68015460233981,-73.99696175291047,Café
Carroll Gardens,40.680540231076485,-73.99465372828006,Marco Polo Ristorante,40.68231096732147,-73.99591141723491,Italian Restaurant
Carroll Gardens,40.680540231076485,-73.99465372828006,Michael's Shoe Repair,40.68111893835745,-73.99433571492695,Shoe Store
Carroll Gardens,40.680540231076485,-73.99465372828006,Capital One Bank,40.679897112666914,-73.99727884680033,Bank
Carroll Gardens,40.680540231076485,-73.99465372828006,Kittery,40.68164630099958,-73.99392614625381,Seafood Restaurant
Carroll Gardens,40.680540231076485,-73.99465372828006,TD Bank,40.68253885475231,-73.99590060525794,Bank
Carroll Gardens,40.680540231076485,-73.99465372828006,Smith Finest Deli,40.68222595095375,-73.9935604812284,Deli / Bodega
Carroll Gardens,40.680540231076485,-73.99465372828006,Food U Desire,40.68170835450224,-73.99386354564048,Deli / Bodega
Carroll Gardens,40.680540231076485,-73.99465372828006,Dunkin',40.68047984070836,-73.99658556869986,Donut Shop
Carroll Gardens,40.680540231076485,-73.99465372828006,Ting Hua,40.6799366374633,-73.99512985321104,Chinese Restaurant
Carroll Gardens,40.680540231076485,-73.99465372828006,Chase Bank,40.68095940681988,-73.99678230285639,Bank
Carroll Gardens,40.680540231076485,-73.99465372828006,cafe 11231,40.680685271044574,-73.99674482759477,Café
Carroll Gardens,40.680540231076485,-73.99465372828006,CVS pharmacy,40.67990130435863,-73.9970525075113,Pharmacy
Carroll Gardens,40.680540231076485,-73.99465372828006,Bagels by the Park,40.680993066744705,-73.99440171181206,Bagel Shop
Carroll Gardens,40.680540231076485,-73.99465372828006,World Pie,40.68055427165933,-73.99684474905189,Pizza Place
Carroll Gardens,40.680540231076485,-73.99465372828006,Smith St Falafel Truck,40.68107604980469,-73.99435424804688,Food Truck
Clinton Hill,40.693229421881504,-73.96784306216367,Cardiff Giant,40.69321522119974,-73.96920306047333,Bar
Clinton Hill,40.693229421881504,-73.96784306216367,Bar Bolinas,40.69334102737389,-73.96724479130589,Restaurant
Clinton Hill,40.693229421881504,-73.96784306216367,Corkscrew Wines Brooklyn,40.69345289536232,-73.96551381457618,Wine Shop
Clinton Hill,40.693229421881504,-73.96784306216367,LaRina Pastificio & Vino,40.69319038108039,-73.97039283330098,Italian Restaurant
Clinton Hill,40.693229421881504,-73.96784306216367,NYCPet.com,40.69335542697908,-73.96671121017212,Pet Store
Clinton Hill,40.693229421881504,-73.96784306216367,Peck’s Food,40.69333915999222,-73.96725499229397,Gourmet Shop
Clinton Hill,40.693229421881504,-73.96784306216367,Putnam's Pub & Cooker,40.69320919801698,-73.9690082938726,Pub
Clinton Hill,40.693229421881504,-73.96784306216367,Mr. Coco,40.69311525028575,-73.9692525689968,Convenience Store
Clinton Hill,40.693229421881504,-73.96784306216367,Move With Grace: Yoga & Juice Bar,40.69354,-73.968192,Yoga Studio
Clinton Hill,40.693229421881504,-73.96784306216367,Spice & Grill,40.6932619966388,-73.96790613973839,Indian Restaurant
Clinton Hill,40.693229421881504,-73.96784306216367,dc optics,40.69315689232855,-73.97031454786375,Optical Shop
Clinton Hill,40.693229421881504,-73.96784306216367,Damas Falafel House,40.693101752001574,-73.96956963414634,Falafel Restaurant
Clinton Hill,40.693229421881504,-73.96784306216367,Kum Kau,40.693373086368084,-73.96675330374048,Chinese Restaurant
Clinton Hill,40.693229421881504,-73.96784306216367,Myrtle Thai,40.69322618115236,-73.96805234974003,Thai Restaurant
Clinton Hill,40.693229421881504,-73.96784306216367,Thai 101,40.69321985502257,-73.96752715831622,Thai Restaurant
Clinton Hill,40.693229421881504,-73.96784306216367,Da Ciro Brooklyn,40.69329966405071,-73.9671116393784,Italian Restaurant
Clinton Hill,40.693229421881504,-73.96784306216367,Johns Donuts and Coffee Shop,40.69349212192997,-73.9659939592314,Diner
Clinton Hill,40.693229421881504,-73.96784306216367,Chipotle Mexican Grill,40.69297354410361,-73.97015802749729,Mexican Restaurant
Clinton Hill,40.693229421881504,-73.96784306216367,Crabby Shack,40.69344,-73.96901,Seafood Restaurant
Clinton Hill,40.693229421881504,-73.96784306216367,GB Crown Tavern,40.69317,-73.969345,Restaurant
Clinton Hill,40.693229421881504,-73.96784306216367,Key Food,40.69352732229553,-73.96518303072537,Market
Clinton Hill,40.693229421881504,-73.96784306216367,Villa Pancho,40.69339189183502,-73.96647102656574,Mexican Restaurant
Clinton Hill,40.693229421881504,-73.96784306216367,Cielo Bar,40.69339897851057,-73.9663615809232,Lounge
Clinton Hill,40.693229421881504,-73.96784306216367,Energy Fuel,40.69317624981301,-73.97039494998354,Juice Bar
Clinton Hill,40.693229421881504,-73.96784306216367,Yamashiro Japanese Cuisine,40.693378802962314,-73.96666258159819,Sushi Restaurant
Clinton Hill,40.693229421881504,-73.96784306216367,Myrtle Bagel,40.693079783802474,-73.96935788707312,Bagel Shop
Clinton Hill,40.693229421881504,-73.96784306216367,Waza,40.693487522158414,-73.965735666986,Japanese Restaurant
Clinton Hill,40.693229421881504,-73.96784306216367,Penske Truck Rental,40.695118,-73.966259,Rental Car Location
Clinton Hill,40.693229421881504,-73.96784306216367,Los Pollitos III,40.693588760795954,-73.96506751389639,Mexican Restaurant
Clinton Hill,40.693229421881504,-73.96784306216367,Liberty Pizza,40.69357223528769,-73.9659902249832,Pizza Place
Clinton Hill,40.693229421881504,-73.96784306216367,Vitality,40.693461,-73.96626,Juice Bar
Clinton Hill,40.693229421881504,-73.96784306216367,Brownstone Spa,40.693436061000035,-73.96635582123068,Massage Studio
Downtown,40.69084402109802,-73.98346337431099,Alamo Drafthouse Cinema,40.69101558292192,-73.98368571874677,Movie Theater
Downtown,40.69084402109802,-73.98346337431099,DeKalb Market Hall,40.69124975637413,-73.98257926844987,Food Court
Downtown,40.69084402109802,-73.98346337431099,Trader Joe's,40.69133953699534,-73.98251532382852,Grocery Store
Downtown,40.69084402109802,-73.98346337431099,Han Dynasty,40.691333919005594,-73.98245632424464,Chinese Restaurant
Downtown,40.69084402109802,-73.98346337431099,Ample Hills Creamery,40.691290590297996,-73.98256125886023,Ice Cream Shop
Downtown,40.69084402109802,-73.98346337431099,Century 21 Department Store,40.6901296165892,-73.98331748948456,Department Store
Downtown,40.69084402109802,-73.98346337431099,Daigo Hand Roll Bar,40.69125894731662,-73.98260299755893,Japanese Restaurant
Downtown,40.69084402109802,-73.98346337431099,Junior's Restaurant,40.69001145156075,-73.98173375415745,Diner
Downtown,40.69084402109802,-73.98346337431099,House of Wax,40.6911489272643,-73.98390800506097,Bar
Downtown,40.69084402109802,-73.98346337431099,Target,40.69060069313813,-73.9836538255136,Big Box Store
Downtown,40.69084402109802,-73.98346337431099,Eight Turn Crêpe,40.691186337575566,-73.98283086629834,Creperie
Downtown,40.69084402109802,-73.98346337431099,A Taste Of Katz's,40.69137756992814,-73.98242574363128,Sandwich Place
Downtown,40.69084402109802,-73.98346337431099,City Point,40.691123190475786,-73.98301720619202,Shopping Mall
Downtown,40.69084402109802,-73.98346337431099,Flying Tiger Copenhagen,40.691245622758906,-73.98274157947911,Gift Shop
Downtown,40.69084402109802,-73.98346337431099,Café D'Avignon,40.69125,-73.982786,Café
Downtown,40.69084402109802,-73.98346337431099,Devoción Café,40.68866033578996,-73.98360984724239,Coffee Shop
Downtown,40.69084402109802,-73.98346337431099,Dulcinea Churros & Co.,40.691364121289034,-73.98242090218575,Bakery
Downtown,40.69084402109802,-73.98346337431099,Likkle More Jerk,40.69074288364,-73.98338796323965,Caribbean Restaurant
Downtown,40.69084402109802,-73.98346337431099,Chicks Isan,40.690758045959015,-73.983387430295,Thai Restaurant
Downtown,40.69084402109802,-73.98346337431099,Kotti Berliner Döner Kebab,40.69066215456134,-73.9835334736386,Restaurant
Downtown,40.69084402109802,-73.98346337431099,Andrew’s Classic Brooklyn Bagels,40.69060106571337,-73.9835984323239,Bagel Shop
Downtown,40.69084402109802,-73.98346337431099,Nordstrom Rack,40.690709957488316,-73.9849054813385,Discount Store
Downtown,40.69084402109802,-73.98346337431099,Bunsmith,40.69109091908825,-73.98279564683482,Asian Restaurant
Downtown,40.69084402109802,-73.98346337431099,Cookie's Dept. Stores,40.68948529154424,-73.98263389502954,Kids Store
Downtown,40.69084402109802,-73.98346337431099,Manhattan Athletic Club,40.691571592076556,-73.98552232329878,Gym
Downtown,40.69084402109802,-73.98346337431099,Arepa Lady,40.69118196726218,-73.98278466165624,South American Restaurant
Downtown,40.69084402109802,-73.98346337431099,The Cleansing Day Spa,40.689422537907504,-73.98531811929917,Spa
Downtown,40.69084402109802,-73.98346337431099,Hard Times Sundaes,40.691261,-73.98259,Burger Joint
Downtown,40.69084402109802,-73.98346337431099,Fletcher's Brooklyn Barbecue,40.691285583533265,-73.98268195195622,BBQ Joint
Downtown,40.69084402109802,-73.98346337431099,Chase,40.689611718944896,-73.98339807987213,Bank
Downtown,40.69084402109802,-73.98346337431099,Pierogi Boys,40.69122085922174,-73.98284443270168,Polish Restaurant
Downtown,40.69084402109802,-73.98346337431099,Chipotle Mexican Grill,40.6899125,-73.9839628,Mexican Restaurant
Downtown,40.69084402109802,-73.98346337431099,Kumble Theater,40.691261103713906,-73.98122549057007,Performing Arts Venue
Downtown,40.69084402109802,-73.98346337431099,Forcella,40.69114132218762,-73.98282473390336,Pizza Place
Downtown,40.69084402109802,-73.98346337431099,Golden Fried Dumpling,40.69227699400668,-73.98433849152975,Dumpling Restaurant
Downtown,40.69084402109802,-73.98346337431099,Belle Cheese,40.690765,-73.983282,Cheese Shop
Downtown,40.69084402109802,-73.98346337431099,Bridge Cleaners & Tailors,40.689748997768376,-73.98600730973683,Dry Cleaner
Downtown,40.69084402109802,-73.98346337431099,Craft + Carry,40.6913721514044,-73.98240261885755,Beer Bar
Downtown,40.69084402109802,-73.98346337431099,Jianbing Company,40.69126958934609,-73.98257629115915,Shanghai Restaurant
Downtown,40.69084402109802,-73.98346337431099,Fortina,40.69103798233522,-73.98314611621299,Italian Restaurant
Downtown,40.69084402109802,-73.98346337431099,Tio Pio,40.69212316575626,-73.98563557620591,Spanish Restaurant
Downtown,40.69084402109802,-73.98346337431099,Wiki Wiki,40.6912750101908,-73.98255604335951,Hawaiian Restaurant
Downtown,40.69084402109802,-73.98346337431099,Starbucks,40.693063052751626,-73.98360951708158,Coffee Shop
Downtown,40.69084402109802,-73.98346337431099,Steve’s Authentic Key Lime Pie,40.69136644880329,-73.9824201082053,Pie Shop
Downtown,40.69084402109802,-73.98346337431099,Starbucks Reserve,40.69306728713392,-73.98364073374466,Coffee Shop
Downtown,40.69084402109802,-73.98346337431099,Aloft New York Brooklyn,40.69157396021856,-73.98441620173799,Hotel
Downtown,40.69084402109802,-73.98346337431099,AVA Brew,40.69199328414822,-73.98479815585205,Coffee Shop
Downtown,40.69084402109802,-73.98346337431099,Andrew's Classic Roadside Hamburgers,40.69106041629913,-73.98290771677036,Burger Joint
Downtown,40.69084402109802,-73.98346337431099,The Paella Shack,40.691287876157695,-73.98252008427822,Spanish Restaurant
Downtown,40.69084402109802,-73.98346337431099,BK Jani,40.6910501496792,-73.98291191158535,Pakistani Restaurant
